orthoDB_unsigfnicant_mean_OG_size,orthoDB_sigfnicant_mean_OG_size,genome_size
1.1457370313302517,1.837429111531191,180.0
1.0918079096045197,4.440453686200378,842.0
1.2208525937339496,3.8525519848771266,471.0
0.9889573703133026,2.3081285444234405,399.0
1.034411915767848,3.1020793950850662,250.0
1.010657421674371,2.4177693761814747,204.0
1.0767847971237803,4.102079395085066,461.0
0.9348998459167951,3.1852551984877127,258.0
1.0808936825885977,1.9168241965973536,223.0
1.049563430919363,2.0245746691871456,589.0
1.159989727786338,3.89413988657845,949.0
0.9675141242937854,1.6880907372400755,375.0
1.1687211093990755,2.9187145557655954,701.0
1.1159476117103235,3.3232514177693764,1202.0
